Case;Atividade;Inicio;Fim;Tempo(s)
758;Alimentacao de Maquina;20-01-2012 14:30:24;20-01-2012 14:30:34;10
758;Parada de curta duracao;20-01-2012 14:30:34;20-01-2012 14:30:39;5
759;Maquina trabalhando;20-01-2012 14:30:40;20-01-2012 14:31:20;40
759;Retirada do Produto;20-01-2012 14:31:20;20-01-2012 14:31:20;0
759;Alimentacao de Maquina;20-01-2012 14:31:20;20-01-2012 14:31:30;10
759;Parada de curta duracao;20-01-2012 14:31:30;20-01-2012 14:31:36;6
760;Maquina trabalhando;20-01-2012 14:31:36;20-01-2012 14:32:17;41
760;Retirada do Produto;20-01-2012 14:32:17;20-01-2012 14:32:17;0
760;Alimentacao de Maquina;20-01-2012 14:32:17;20-01-2012 14:32:27;10
760;Parada de curta duracao;20-01-2012 14:32:27;20-01-2012 14:32:33;6
761;Maquina trabalhando;20-01-2012 14:32:33;20-01-2012 14:33:14;41
761;Alimentacao de Maquina;20-01-2012 14:33:14;20-01-2012 14:33:24;10
761;Retirada do Produto;20-01-2012 14:33:15;20-01-2012 14:33:15;0
761;Parada de curta duracao;20-01-2012 14:33:24;20-01-2012 14:33:37;13
762;Maquina trabalhando;20-01-2012 14:33:37;20-01-2012 14:34:17;40
762;Alimentacao de Maquina;20-01-2012 14:34:17;20-01-2012 14:34:27;10
762;Retirada do Produto;20-01-2012 14:34:18;20-01-2012 14:34:18;0
762;Parada de curta duracao;20-01-2012 14:34:27;20-01-2012 14:34:32;5
763;Maquina trabalhando;20-01-2012 14:34:32;20-01-2012 14:35:12;40
763;Retirada do Produto;20-01-2012 14:35:12;20-01-2012 14:35:12;0
763;Alimentacao de Maquina;20-01-2012 14:35:12;20-01-2012 14:35:22;10
763;Parada de curta duracao;20-01-2012 14:35:22;20-01-2012 14:35:27;5
764;Maquina trabalhando;20-01-2012 14:35:27;20-01-2012 14:36:08;41
764;Alimentacao de Maquina;20-01-2012 14:36:08;20-01-2012 14:36:18;10
764;Retirada do Produto;20-01-2012 14:36:09;20-01-2012 14:36:09;0
764;Parada de curta duracao;20-01-2012 14:36:18;20-01-2012 14:36:21;3
765;Maquina trabalhando;20-01-2012 14:36:21;20-01-2012 14:37:01;40
765;Retirada do Produto;20-01-2012 14:37:01;20-01-2012 14:37:01;0
765;Alimentacao de Maquina;20-01-2012 14:37:01;20-01-2012 14:37:11;10
765;Parada de curta duracao;20-01-2012 14:37:11;20-01-2012 14:37:24;13
766;Maquina trabalhando;20-01-2012 14:37:24;20-01-2012 14:38:04;40
766;Alimentacao de Maquina;20-01-2012 14:38:04;20-01-2012 14:38:14;10
766;Retirada do Produto;20-01-2012 14:38:05;20-01-2012 14:38:05;0
766;Parada de curta duracao;20-01-2012 14:38:14;20-01-2012 14:38:19;5
767;Maquina trabalhando;20-01-2012 14:38:19;20-01-2012 14:39:00;41
767;Retirada do Produto;20-01-2012 14:39:00;20-01-2012 14:39:00;0
767;Alimentacao de Maquina;20-01-2012 14:39:00;20-01-2012 14:39:10;10
767;Parada de curta duracao;20-01-2012 14:39:10;20-01-2012 14:39:14;4
768;Maquina trabalhando;20-01-2012 14:39:14;20-01-2012 14:39:55;41
768;Alimentacao de Maquina;20-01-2012 14:39:54;20-01-2012 14:40:04;10
768;Retirada do Produto;20-01-2012 14:39:55;20-01-2012 14:39:55;0
768;Parada de curta duracao;20-01-2012 14:40:04;20-01-2012 14:40:10;6
769;Maquina trabalhando;20-01-2012 14:40:10;20-01-2012 14:40:51;41
769;Retirada do Produto;20-01-2012 14:40:51;20-01-2012 14:40:51;0
769;Alimentacao de Maquina;20-01-2012 14:40:51;20-01-2012 14:41:01;10
769;Parada de curta duracao;20-01-2012 14:41:01;20-01-2012 14:41:05;4
770;Maquina trabalhando;20-01-2012 14:41:05;20-01-2012 14:41:47;42
770;Retirada do Produto;20-01-2012 14:41:47;20-01-2012 14:41:47;0
770;Alimentacao de Maquina;20-01-2012 14:41:47;20-01-2012 14:41:57;10
770;Parada de curta duracao;20-01-2012 14:41:57;20-01-2012 14:42:01;4
771;Maquina trabalhando;20-01-2012 14:42:01;20-01-2012 14:42:42;41
771;Retirada do Produto;20-01-2012 14:42:42;20-01-2012 14:42:42;0
771;Alimentacao de Maquina;20-01-2012 14:42:42;20-01-2012 14:42:52;10
771;Parada de curta duracao;20-01-2012 14:42:52;20-01-2012 14:42:58;6
772;Maquina trabalhando;20-01-2012 14:42:58;20-01-2012 14:43:38;40
772;Retirada do Produto;20-01-2012 14:43:38;20-01-2012 14:43:38;0
772;Alimentacao de Maquina;20-01-2012 14:43:38;20-01-2012 14:43:48;10
772;Parada de curta duracao;20-01-2012 14:43:48;20-01-2012 14:44:21;33
773;Maquina trabalhando;20-01-2012 14:44:21;20-01-2012 14:45:01;40
773;Retirada do Produto;20-01-2012 14:45:01;20-01-2012 14:45:01;0
773;Alimentacao de Maquina;20-01-2012 14:45:01;20-01-2012 14:45:11;10
773;Parada de curta duracao;20-01-2012 14:45:11;20-01-2012 14:45:35;24
774;Maquina trabalhando;20-01-2012 14:45:35;20-01-2012 14:46:16;41
774;Retirada do Produto;20-01-2012 14:46:16;20-01-2012 14:46:16;0
774;Alimentacao de Maquina;20-01-2012 14:46:16;20-01-2012 14:46:26;10
774;Parada de curta duracao;20-01-2012 14:46:26;20-01-2012 14:46:33;7
775;Maquina trabalhando;20-01-2012 14:46:33;20-01-2012 14:47:14;41
775;Retirada do Produto;20-01-2012 14:47:14;20-01-2012 14:47:14;0
775;Alimentacao de Maquina;20-01-2012 14:47:14;20-01-2012 14:47:24;10
775;Parada de curta duracao;20-01-2012 14:47:24;20-01-2012 14:47:29;5
776;Maquina trabalhando;20-01-2012 14:47:30;20-01-2012 14:48:10;40
776;Retirada do Produto;20-01-2012 14:48:10;20-01-2012 14:48:10;0
776;Alimentacao de Maquina;20-01-2012 14:48:10;20-01-2012 14:48:20;10
776;Parada de curta duracao;20-01-2012 14:48:20;20-01-2012 14:48:26;6
777;Maquina trabalhando;20-01-2012 14:48:26;20-01-2012 14:49:06;40
777;Retirada do Produto;20-01-2012 14:49:06;20-01-2012 14:49:06;0
777;Alimentacao de Maquina;20-01-2012 14:49:06;20-01-2012 14:49:16;10
777;Parada de curta duracao;20-01-2012 14:49:16;20-01-2012 14:49:22;6
778;Maquina trabalhando;20-01-2012 14:49:22;20-01-2012 14:50:02;40
778;Retirada do Produto;20-01-2012 14:50:02;20-01-2012 14:50:02;0
778;Alimentacao de Maquina;20-01-2012 14:50:02;20-01-2012 14:50:12;10
778;Parada de curta duracao;20-01-2012 14:50:12;20-01-2012 14:50:17;5
779;Maquina trabalhando;20-01-2012 14:50:18;20-01-2012 14:50:58;40
779;Retirada do Produto;20-01-2012 14:50:58;20-01-2012 14:50:58;0
779;Alimentacao de Maquina;20-01-2012 14:50:58;20-01-2012 14:51:08;10
779;Parada de curta duracao;20-01-2012 14:51:08;20-01-2012 14:52:18;70
780;Maquina trabalhando;20-01-2012 14:52:18;20-01-2012 14:52:58;40
780;Apontamento de Kanban;20-01-2012 14:52:58;20-01-2012 14:58:34;336
780;Retirada do Produto;20-01-2012 14:52:59;20-01-2012 14:52:59;0
781;Maquina trabalhando;20-01-2012 14:58:36;20-01-2012 14:59:17;41
781;Retirada do Produto;20-01-2012 14:59:17;20-01-2012 14:59:17;0
781;Alimentacao de Maquina;20-01-2012 14:59:17;20-01-2012 14:59:27;10
781;Parada de curta duracao;20-01-2012 14:59:27;20-01-2012 14:59:36;9
782;Maquina trabalhando;20-01-2012 14:59:36;20-01-2012 15:00:17;41
782;Retirada do Produto;20-01-2012 15:00:17;20-01-2012 15:00:17;0
782;Alimentacao de Maquina;20-01-2012 15:00:17;20-01-2012 15:00:27;10
782;Parada de curta duracao;20-01-2012 15:00:27;20-01-2012 15:00:33;6
783;Maquina trabalhando;20-01-2012 15:00:33;20-01-2012 15:01:13;40
783;Retirada do Produto;20-01-2012 15:01:13;20-01-2012 15:01:13;0
783;Alimentacao de Maquina;20-01-2012 15:01:13;20-01-2012 15:01:23;10
783;Parada de curta duracao;20-01-2012 15:01:23;20-01-2012 15:01:27;4
784;Maquina trabalhando;20-01-2012 15:01:27;20-01-2012 15:02:07;40
784;Retirada do Produto;20-01-2012 15:02:07;20-01-2012 15:02:07;0
784;Alimentacao de Maquina;20-01-2012 15:02:07;20-01-2012 15:02:17;10
784;Parada de curta duracao;20-01-2012 15:02:17;20-01-2012 15:02:22;5
785;Maquina trabalhando;20-01-2012 15:02:22;20-01-2012 15:03:02;40
785;Alimentacao de Maquina;20-01-2012 15:03:02;20-01-2012 15:03:12;10
785;Retirada do Produto;20-01-2012 15:03:03;20-01-2012 15:03:03;0
785;Parada de curta duracao;20-01-2012 15:03:12;20-01-2012 15:04:04;52
786;Maquina trabalhando;20-01-2012 15:04:04;20-01-2012 15:04:44;40
786;Alimentacao de Maquina;20-01-2012 15:04:44;20-01-2012 15:04:54;10
786;Retirada do Produto;20-01-2012 15:04:45;20-01-2012 15:04:45;0
786;Parada de curta duracao;20-01-2012 15:04:54;20-01-2012 15:05:03;9
787;Maquina trabalhando;20-01-2012 15:05:04;20-01-2012 15:05:44;40
787;Retirada do Produto;20-01-2012 15:05:44;20-01-2012 15:05:44;0
787;Alimentacao de Maquina;20-01-2012 15:05:44;20-01-2012 15:05:54;10
787;Parada de curta duracao;20-01-2012 15:05:54;20-01-2012 15:05:56;2
788;Maquina trabalhando;20-01-2012 15:05:57;20-01-2012 15:06:37;40
788;Retirada do Produto;20-01-2012 15:06:37;20-01-2012 15:06:37;0
788;Alimentacao de Maquina;20-01-2012 15:06:37;20-01-2012 15:06:47;10
788;Parada de curta duracao;20-01-2012 15:06:47;20-01-2012 15:06:51;4
789;Maquina trabalhando;20-01-2012 15:06:52;20-01-2012 15:07:34;42
789;Retirada do Produto;20-01-2012 15:07:34;20-01-2012 15:07:34;0
789;Alimentacao de Maquina;20-01-2012 15:07:34;20-01-2012 15:07:44;10
789;Parada de curta duracao;20-01-2012 15:07:44;20-01-2012 15:07:53;9
790;Maquina trabalhando;20-01-2012 15:07:53;20-01-2012 15:08:33;40
790;Alimentacao de Maquina;20-01-2012 15:08:33;20-01-2012 15:08:43;10
790;Retirada do Produto;20-01-2012 15:08:34;20-01-2012 15:08:34;0
790;Parada de curta duracao;20-01-2012 15:08:43;20-01-2012 15:09:08;25
791;Maquina trabalhando;20-01-2012 15:09:08;20-01-2012 15:09:48;40
791;Retirada do Produto;20-01-2012 15:09:48;20-01-2012 15:09:48;0
791;Alimentacao de Maquina;20-01-2012 15:09:48;20-01-2012 15:09:58;10
791;Parada de curta duracao;20-01-2012 15:09:58;20-01-2012 15:10:04;6
792;Maquina trabalhando;20-01-2012 15:10:04;20-01-2012 15:10:44;40
792;Retirada do Produto;20-01-2012 15:10:44;20-01-2012 15:10:44;0
792;Alimentacao de Maquina;20-01-2012 15:10:44;20-01-2012 15:10:54;10
792;Parada de curta duracao;20-01-2012 15:10:54;20-01-2012 15:11:05;11
793;Maquina trabalhando;20-01-2012 15:11:05;20-01-2012 15:11:45;40
793;Retirada do Produto;20-01-2012 15:11:45;20-01-2012 15:11:45;0
793;Alimentacao de Maquina;20-01-2012 15:11:45;20-01-2012 15:11:55;10
793;Parada de curta duracao;20-01-2012 15:11:55;20-01-2012 15:12:59;64
794;Maquina trabalhando;20-01-2012 15:12:59;20-01-2012 15:13:40;41
794;Retirada do Produto;20-01-2012 15:13:40;20-01-2012 15:13:40;0
794;Alimentacao de Maquina;20-01-2012 15:13:40;20-01-2012 15:13:50;10
794;Parada de curta duracao;20-01-2012 15:13:50;20-01-2012 15:13:57;7
795;Maquina trabalhando;20-01-2012 15:13:57;20-01-2012 15:14:37;40
795;Retirada do Produto;20-01-2012 15:14:37;20-01-2012 15:14:37;0
795;Alimentacao de Maquina;20-01-2012 15:14:37;20-01-2012 15:14:47;10
795;Parada de curta duracao;20-01-2012 15:14:47;20-01-2012 15:14:53;6
796;Maquina trabalhando;20-01-2012 15:14:54;20-01-2012 15:15:35;41
796;Retirada do Produto;20-01-2012 15:15:35;20-01-2012 15:15:35;0
796;Alimentacao de Maquina;20-01-2012 15:15:35;20-01-2012 15:15:45;10
796;Parada de curta duracao;20-01-2012 15:15:45;20-01-2012 15:15:49;4
797;Maquina trabalhando;20-01-2012 15:15:49;20-01-2012 15:16:29;40
797;Retirada do Produto;20-01-2012 15:16:29;20-01-2012 15:16:29;0
797;Alimentacao de Maquina;20-01-2012 15:16:29;20-01-2012 15:16:39;10
797;Parada de curta duracao;20-01-2012 15:16:39;20-01-2012 15:16:50;11
798;Maquina trabalhando;20-01-2012 15:16:51;20-01-2012 15:17:32;41
798;Retirada do Produto;20-01-2012 15:17:32;20-01-2012 15:17:32;0
798;Alimentacao de Maquina;20-01-2012 15:17:32;20-01-2012 15:17:42;10
798;Parada de curta duracao;20-01-2012 15:17:42;20-01-2012 15:17:50;8
799;Maquina trabalhando;20-01-2012 15:17:51;20-01-2012 15:18:31;40
799;Retirada do Produto;20-01-2012 15:18:31;20-01-2012 15:18:31;0
799;Alimentacao de Maquina;20-01-2012 15:18:31;20-01-2012 15:18:41;10
799;Parada de curta duracao;20-01-2012 15:18:41;20-01-2012 15:18:45;4
800;Maquina trabalhando;20-01-2012 15:18:45;20-01-2012 15:19:26;41
800;Retirada do Produto;20-01-2012 15:19:26;20-01-2012 15:19:26;0
800;Alimentacao de Maquina;20-01-2012 15:19:26;20-01-2012 15:19:36;10
800;Parada de curta duracao;20-01-2012 15:19:36;20-01-2012 15:19:40;4
801;Maquina trabalhando;20-01-2012 15:19:40;20-01-2012 15:20:21;41
801;Retirada do Produto;20-01-2012 15:20:21;20-01-2012 15:20:21;0
801;Alimentacao de Maquina;20-01-2012 15:20:21;20-01-2012 15:20:31;10
801;Parada de curta duracao;20-01-2012 15:20:31;20-01-2012 15:20:36;5
802;Maquina trabalhando;20-01-2012 15:20:36;20-01-2012 15:21:17;41
802;Retirada do Produto;20-01-2012 15:21:17;20-01-2012 15:21:17;0
802;Alimentacao de Maquina;20-01-2012 15:21:17;20-01-2012 15:21:27;10
802;Parada de curta duracao;20-01-2012 15:21:27;20-01-2012 15:21:34;7
803;Maquina trabalhando;20-01-2012 15:21:34;20-01-2012 15:22:15;41
803;Retirada do Produto;20-01-2012 15:22:15;20-01-2012 15:22:15;0
803;Alimentacao de Maquina;20-01-2012 15:22:15;20-01-2012 15:22:25;10
803;Parada de curta duracao;20-01-2012 15:22:25;20-01-2012 15:22:35;10
804;Maquina trabalhando;20-01-2012 15:22:35;20-01-2012 15:23:16;41
804;Alimentacao de Maquina;20-01-2012 15:23:15;20-01-2012 15:23:25;10
804;Retirada do Produto;20-01-2012 15:23:16;20-01-2012 15:23:16;0
804;Parada de curta duracao;20-01-2012 15:23:25;20-01-2012 15:23:35;10
805;Maquina trabalhando;20-01-2012 15:23:35;20-01-2012 15:24:16;41
805;Retirada do Produto;20-01-2012 15:24:16;20-01-2012 15:24:16;0
805;Alimentacao de Maquina;20-01-2012 15:24:16;20-01-2012 15:24:26;10
805;Parada de curta duracao;20-01-2012 15:24:26;20-01-2012 15:24:29;3
806;Maquina trabalhando;20-01-2012 15:24:29;20-01-2012 15:25:09;40
806;Retirada do Produto;20-01-2012 15:25:09;20-01-2012 15:25:09;0
806;Alimentacao de Maquina;20-01-2012 15:25:09;20-01-2012 15:25:19;10
806;Parada de curta duracao;20-01-2012 15:25:19;20-01-2012 15:26:35;76
807;Maquina trabalhando;20-01-2012 15:26:35;20-01-2012 15:27:16;41
807;Alimentacao de Maquina;20-01-2012 15:27:15;20-01-2012 15:27:25;10
807;Retirada do Produto;20-01-2012 15:27:16;20-01-2012 15:27:16;0
807;Parada de curta duracao;20-01-2012 15:27:25;20-01-2012 15:28:10;45
808;Maquina trabalhando;20-01-2012 15:28:10;20-01-2012 15:28:51;41
808;Retirada do Produto;20-01-2012 15:28:51;20-01-2012 15:28:51;0
808;Alimentacao de Maquina;20-01-2012 15:28:51;20-01-2012 15:29:01;10
808;Parada de curta duracao;20-01-2012 15:29:01;20-01-2012 15:29:43;42
809;Maquina trabalhando;20-01-2012 15:29:43;20-01-2012 15:30:23;40
809;Alimentacao de Maquina;20-01-2012 15:30:23;20-01-2012 15:30:33;10
809;Retirada do Produto;20-01-2012 15:30:24;20-01-2012 15:30:24;0
809;Parada de curta duracao;20-01-2012 15:30:33;20-01-2012 15:30:36;3
810;Maquina trabalhando;20-01-2012 15:30:36;20-01-2012 15:31:18;42
810;Retirada do Produto;20-01-2012 15:31:18;20-01-2012 15:31:18;0
810;Alimentacao de Maquina;20-01-2012 15:31:18;20-01-2012 15:31:28;10
810;Parada de curta duracao;20-01-2012 15:31:28;20-01-2012 15:31:47;19
811;Maquina trabalhando;20-01-2012 15:31:47;20-01-2012 15:32:27;40
811;Retirada do Produto;20-01-2012 15:32:27;20-01-2012 15:32:27;0
811;Alimentacao de Maquina;20-01-2012 15:32:27;20-01-2012 15:32:37;10
811;Parada de curta duracao;20-01-2012 15:32:37;20-01-2012 15:33:14;37
812;Maquina trabalhando;20-01-2012 15:33:14;20-01-2012 15:33:55;41
812;Retirada do Produto;20-01-2012 15:33:55;20-01-2012 15:33:55;0
812;Alimentacao de Maquina;20-01-2012 15:33:55;20-01-2012 15:34:05;10
812;Parada de curta duracao;20-01-2012 15:34:05;20-01-2012 15:35:24;79
813;Maquina trabalhando;20-01-2012 15:35:24;20-01-2012 15:36:05;41
813;Retirada do Produto;20-01-2012 15:36:05;20-01-2012 15:36:05;0
813;Alimentacao de Maquina;20-01-2012 15:36:05;20-01-2012 15:36:15;10
813;Parada de curta duracao;20-01-2012 15:36:15;20-01-2012 15:36:21;6
814;Maquina trabalhando;20-01-2012 15:36:21;20-01-2012 15:37:01;40
814;Alimentacao de Maquina;20-01-2012 15:37:01;20-01-2012 15:37:11;10
814;Retirada do Produto;20-01-2012 15:37:02;20-01-2012 15:37:02;0
814;Parada de curta duracao;20-01-2012 15:37:11;20-01-2012 15:37:16;5
815;Maquina trabalhando;20-01-2012 15:37:16;20-01-2012 15:37:56;40
815;Retirada do Produto;20-01-2012 15:37:56;20-01-2012 15:37:56;0
815;Alimentacao de Maquina;20-01-2012 15:37:56;20-01-2012 15:38:06;10
815;Parada de curta duracao;20-01-2012 15:38:06;20-01-2012 15:38:23;17
816;Maquina trabalhando;20-01-2012 15:38:24;20-01-2012 15:39:04;40
816;Retirada do Produto;20-01-2012 15:39:04;20-01-2012 15:39:04;0
816;Alimentacao de Maquina;20-01-2012 15:39:04;20-01-2012 15:39:14;10
816;Parada de curta duracao;20-01-2012 15:39:14;20-01-2012 15:39:17;3
817;Maquina trabalhando;20-01-2012 15:39:17;20-01-2012 15:39:58;41
817;Retirada do Produto;20-01-2012 15:39:58;20-01-2012 15:39:58;0
817;Alimentacao de Maquina;20-01-2012 15:39:58;20-01-2012 15:40:08;10
817;Parada de curta duracao;20-01-2012 15:40:08;20-01-2012 15:40:13;5
818;Maquina trabalhando;20-01-2012 15:40:13;20-01-2012 15:40:54;41
818;Retirada do Produto;20-01-2012 15:40:54;20-01-2012 15:40:54;0
818;Alimentacao de Maquina;20-01-2012 15:40:54;20-01-2012 15:41:04;10
818;Parada de curta duracao;20-01-2012 15:41:04;20-01-2012 15:42:17;73
819;Maquina trabalhando;20-01-2012 15:42:17;20-01-2012 15:42:57;40
819;Alimentacao de Maquina;20-01-2012 15:42:57;20-01-2012 15:43:07;10
819;Retirada do Produto;20-01-2012 15:42:58;20-01-2012 15:42:58;0
819;Parada de curta duracao;20-01-2012 15:43:07;20-01-2012 15:43:27;20
820;Maquina trabalhando;20-01-2012 15:43:27;20-01-2012 15:44:07;40
820;Reajustes;20-01-2012 15:44:07;20-01-2012 15:46:41;154
820;Retirada do Produto;20-01-2012 15:44:08;20-01-2012 15:44:08;0
821;Maquina trabalhando;20-01-2012 15:46:43;20-01-2012 15:47:23;40
821;Alimentacao de Maquina;20-01-2012 15:47:23;20-01-2012 15:47:33;10
821;Retirada do Produto;20-01-2012 15:47:24;20-01-2012 15:47:24;0
821;Parada de curta duracao;20-01-2012 15:47:33;20-01-2012 15:48:05;32
822;Maquina trabalhando;20-01-2012 15:48:05;20-01-2012 15:48:45;40
822;Retirada do Produto;20-01-2012 15:48:45;20-01-2012 15:48:45;0
822;Alimentacao de Maquina;20-01-2012 15:48:45;20-01-2012 15:48:55;10
822;Parada de curta duracao;20-01-2012 15:48:55;20-01-2012 15:49:01;6
823;Maquina trabalhando;20-01-2012 15:49:02;20-01-2012 15:49:42;40
823;Retirada do Produto;20-01-2012 15:49:42;20-01-2012 15:49:42;0
823;Alimentacao de Maquina;20-01-2012 15:49:42;20-01-2012 15:49:52;10
823;Parada de curta duracao;20-01-2012 15:49:52;20-01-2012 15:50:53;61
824;Maquina trabalhando;20-01-2012 15:50:53;20-01-2012 15:51:34;41
824;Retirada do Produto;20-01-2012 15:51:34;20-01-2012 15:51:34;0
824;Apontamento de Kanban;20-01-2012 15:51:34;20-01-2012 15:53:33;119
825;Maquina trabalhando;20-01-2012 15:53:35;20-01-2012 15:54:15;40
825;Retirada do Produto;20-01-2012 15:54:15;20-01-2012 15:54:15;0
825;Alimentacao de Maquina;20-01-2012 15:54:15;20-01-2012 15:54:25;10
825;Parada de curta duracao;20-01-2012 15:54:25;20-01-2012 15:55:44;79
826;Maquina trabalhando;20-01-2012 15:55:44;20-01-2012 15:56:24;40
826;Retirada do Produto;20-01-2012 15:56:24;20-01-2012 15:56:24;0
826;Alimentacao de Maquina;20-01-2012 15:56:24;20-01-2012 15:56:34;10
826;Parada de curta duracao;20-01-2012 15:56:34;20-01-2012 15:56:47;13
827;Maquina trabalhando;20-01-2012 15:56:47;20-01-2012 15:57:27;40
827;Retirada do Produto;20-01-2012 15:57:27;20-01-2012 15:57:27;0
827;Alimentacao de Maquina;20-01-2012 15:57:27;20-01-2012 15:57:37;10
827;Parada de curta duracao;20-01-2012 15:57:37;20-01-2012 15:57:41;4
828;Maquina trabalhando;20-01-2012 15:57:42;20-01-2012 15:58:22;40
828;Retirada do Produto;20-01-2012 15:58:22;20-01-2012 15:58:22;0
828;Alimentacao de Maquina;20-01-2012 15:58:22;20-01-2012 15:58:32;10
828;Parada de curta duracao;20-01-2012 15:58:32;20-01-2012 15:58:42;10
829;Maquina trabalhando;20-01-2012 15:58:42;20-01-2012 15:59:22;40
829;Retirada do Produto;20-01-2012 15:59:22;20-01-2012 15:59:22;0
829;Desgaste de ferramenta;20-01-2012 15:59:22;20-01-2012 16:01:41;139
830;Maquina trabalhando;20-01-2012 16:01:43;20-01-2012 16:02:24;41
830;Retirada do Produto;20-01-2012 16:02:24;20-01-2012 16:02:24;0
830;Apontamento de Kanban;20-01-2012 16:02:24;20-01-2012 16:10:16;472
831;Maquina trabalhando;20-01-2012 16:10:40;20-01-2012 16:11:20;40
831;Retirada do Produto;20-01-2012 16:11:20;20-01-2012 16:11:20;0
831;Alimentacao de Maquina;20-01-2012 16:11:20;20-01-2012 16:11:30;10
831;Parada de curta duracao;20-01-2012 16:11:30;20-01-2012 16:11:54;24
832;Maquina trabalhando;20-01-2012 16:11:54;20-01-2012 16:12:34;40
832;Retirada do Produto;20-01-2012 16:12:34;20-01-2012 16:12:34;0
832;Alimentacao de Maquina;20-01-2012 16:12:34;20-01-2012 16:12:44;10
832;Parada de curta duracao;20-01-2012 16:12:44;20-01-2012 16:12:48;4
833;Maquina trabalhando;20-01-2012 16:12:48;20-01-2012 16:13:29;41
833;Retirada do Produto;20-01-2012 16:13:29;20-01-2012 16:13:29;0
833;Alimentacao de Maquina;20-01-2012 16:13:29;20-01-2012 16:13:39;10
833;Parada de curta duracao;20-01-2012 16:13:39;20-01-2012 16:13:44;5
834;Maquina trabalhando;20-01-2012 16:13:44;20-01-2012 16:14:24;40
834;Retirada do Produto;20-01-2012 16:14:24;20-01-2012 16:14:24;0
834;Alimentacao de Maquina;20-01-2012 16:14:24;20-01-2012 16:14:34;10
834;Parada de curta duracao;20-01-2012 16:14:34;20-01-2012 16:14:51;17
835;Maquina trabalhando;20-01-2012 16:14:51;20-01-2012 16:15:32;41
835;Retirada do Produto;20-01-2012 16:15:32;20-01-2012 16:15:32;0
835;Alimentacao de Maquina;20-01-2012 16:15:32;20-01-2012 16:15:42;10
835;Parada de curta duracao;20-01-2012 16:15:42;20-01-2012 16:15:56;14
836;Maquina trabalhando;20-01-2012 16:15:57;20-01-2012 16:16:37;40
836;Retirada do Produto;20-01-2012 16:16:37;20-01-2012 16:16:37;0
836;Alimentacao de Maquina;20-01-2012 16:16:37;20-01-2012 16:16:47;10
836;Parada de curta duracao;20-01-2012 16:16:47;20-01-2012 16:16:54;7
837;Maquina trabalhando;20-01-2012 16:16:54;20-01-2012 16:17:35;41
837;Retirada do Produto;20-01-2012 16:17:35;20-01-2012 16:17:35;0
837;Alimentacao de Maquina;20-01-2012 16:17:35;20-01-2012 16:17:45;10
837;Parada de curta duracao;20-01-2012 16:17:45;20-01-2012 16:17:50;5
