Case;Atividade;Inicio;Fim;Tempo(s)
1517;Maquina trabalhando;23-01-2012 17:01:33;23-01-2012 17:02:17;44
1517;Retirada do Produto;23-01-2012 17:02:17;23-01-2012 17:02:17;0
1517;Alimentacao de Maquina;23-01-2012 17:02:17;23-01-2012 17:02:27;10
1517;Parada de curta duracao;23-01-2012 17:02:27;23-01-2012 17:02:45;18
1518;Maquina trabalhando;23-01-2012 17:02:45;23-01-2012 17:03:29;44
1518;Retirada do Produto;23-01-2012 17:03:29;23-01-2012 17:03:29;0
1518;Alimentacao de Maquina;23-01-2012 17:03:29;23-01-2012 17:03:39;10
1518;Parada de curta duracao;23-01-2012 17:03:39;23-01-2012 17:03:43;4
1519;Maquina trabalhando;23-01-2012 17:03:43;23-01-2012 17:04:27;44
1519;Alimentacao de Maquina;23-01-2012 17:04:26;23-01-2012 17:04:36;10
1519;Retirada do Produto;23-01-2012 17:04:27;23-01-2012 17:04:27;0
1519;Parada de curta duracao;23-01-2012 17:04:36;23-01-2012 17:05:25;49
1520;Maquina trabalhando;23-01-2012 17:05:25;23-01-2012 17:06:08;43
1520;Alimentacao de Maquina;23-01-2012 17:06:08;23-01-2012 17:06:18;10
1520;Retirada do Produto;23-01-2012 17:06:09;23-01-2012 17:06:09;0
1520;Parada de curta duracao;23-01-2012 17:06:18;23-01-2012 17:07:09;51
1521;Maquina trabalhando;23-01-2012 17:07:10;23-01-2012 17:07:53;43
1521;Retirada do Produto;23-01-2012 17:07:53;23-01-2012 17:07:53;0
1521;Alimentacao de Maquina;23-01-2012 17:07:53;23-01-2012 17:08:03;10
1521;Parada de curta duracao;23-01-2012 17:08:03;23-01-2012 17:08:32;29
1522;Maquina trabalhando;23-01-2012 17:08:32;23-01-2012 17:09:15;43
1522;Desgaste de ferramenta;23-01-2012 17:09:15;23-01-2012 17:11:55;160
1522;Retirada do Produto;23-01-2012 17:09:16;23-01-2012 17:09:16;0
1523;Maquina trabalhando;23-01-2012 17:11:57;23-01-2012 17:12:40;43
1523;Retirada do Produto;23-01-2012 17:12:40;23-01-2012 17:12:40;0
1523;Alimentacao de Maquina;23-01-2012 17:12:40;23-01-2012 17:12:50;10
1523;Parada de curta duracao;23-01-2012 17:12:50;23-01-2012 17:12:55;5
1524;Maquina trabalhando;23-01-2012 17:12:55;23-01-2012 17:13:39;44
1524;Retirada do Produto;23-01-2012 17:13:39;23-01-2012 17:13:39;0
1524;Alimentacao de Maquina;23-01-2012 17:13:39;23-01-2012 17:13:49;10
1524;Parada de curta duracao;23-01-2012 17:13:49;23-01-2012 17:14:05;16
1525;Maquina trabalhando;23-01-2012 17:14:05;23-01-2012 17:14:49;44
1525;Retirada do Produto;23-01-2012 17:14:49;23-01-2012 17:14:49;0
1525;Alimentacao de Maquina;23-01-2012 17:14:49;23-01-2012 17:14:59;10
1525;Parada de curta duracao;23-01-2012 17:14:59;23-01-2012 17:15:03;4
1526;Maquina trabalhando;23-01-2012 17:15:03;23-01-2012 17:15:46;43
1526;Alimentacao de Maquina;23-01-2012 17:15:46;23-01-2012 17:15:56;10
1526;Retirada do Produto;23-01-2012 17:15:47;23-01-2012 17:15:47;0
1526;Parada de curta duracao;23-01-2012 17:15:56;23-01-2012 17:16:19;23
1527;Maquina trabalhando;23-01-2012 17:16:19;23-01-2012 17:17:02;43
1527;Retirada do Produto;23-01-2012 17:17:02;23-01-2012 17:17:02;0
1527;Alimentacao de Maquina;23-01-2012 17:17:02;23-01-2012 17:17:12;10
1527;Parada de curta duracao;23-01-2012 17:17:12;23-01-2012 17:17:22;10
1528;Maquina trabalhando;23-01-2012 17:17:22;23-01-2012 17:18:06;44
1528;Retirada do Produto;23-01-2012 17:18:06;23-01-2012 17:18:06;0
1528;Alimentacao de Maquina;23-01-2012 17:18:06;23-01-2012 17:18:16;10
1528;Parada de curta duracao;23-01-2012 17:18:16;23-01-2012 17:18:40;24
1529;Maquina trabalhando;23-01-2012 17:18:41;23-01-2012 17:19:24;43
1529;Retirada do Produto;23-01-2012 17:19:24;23-01-2012 17:19:24;0
1529;Alimentacao de Maquina;23-01-2012 17:19:24;23-01-2012 17:19:34;10
1529;Parada de curta duracao;23-01-2012 17:19:34;23-01-2012 17:20:14;40
1530;Maquina trabalhando;23-01-2012 17:20:15;23-01-2012 17:20:58;43
1530;Retirada do Produto;23-01-2012 17:20:58;23-01-2012 17:20:58;0
1530;Alimentacao de Maquina;23-01-2012 17:20:58;23-01-2012 17:21:08;10
1530;Parada de curta duracao;23-01-2012 17:21:08;23-01-2012 17:21:12;4
1531;Maquina trabalhando;23-01-2012 17:21:12;23-01-2012 17:21:56;44
1531;Retirada do Produto;23-01-2012 17:21:56;23-01-2012 17:21:56;0
1531;Alimentacao de Maquina;23-01-2012 17:21:56;23-01-2012 17:22:06;10
1531;Parada de curta duracao;23-01-2012 17:22:06;23-01-2012 17:22:09;3
1532;Maquina trabalhando;23-01-2012 17:22:10;23-01-2012 17:22:53;43
1532;Retirada do Produto;23-01-2012 17:22:53;23-01-2012 17:22:53;0
1532;Alimentacao de Maquina;23-01-2012 17:22:53;23-01-2012 17:23:03;10
1532;Parada de curta duracao;23-01-2012 17:23:03;23-01-2012 17:23:08;5
1533;Maquina trabalhando;23-01-2012 17:23:08;23-01-2012 17:23:52;44
1533;Retirada do Produto;23-01-2012 17:23:52;23-01-2012 17:23:52;0
1533;Alimentacao de Maquina;23-01-2012 17:23:52;23-01-2012 17:24:02;10
1533;Parada de curta duracao;23-01-2012 17:24:02;23-01-2012 17:24:06;4
1534;Maquina trabalhando;23-01-2012 17:24:06;23-01-2012 17:24:49;43
1534;Retirada do Produto;23-01-2012 17:24:49;23-01-2012 17:24:49;0
1534;Alimentacao de Maquina;23-01-2012 17:24:49;23-01-2012 17:24:59;10
1534;Parada de curta duracao;23-01-2012 17:24:59;23-01-2012 17:25:12;13
1535;Maquina trabalhando;23-01-2012 17:25:12;23-01-2012 17:25:56;44
1535;Retirada do Produto;23-01-2012 17:25:56;23-01-2012 17:25:56;0
1535;Alimentacao de Maquina;23-01-2012 17:25:56;23-01-2012 17:26:06;10
1535;Parada de curta duracao;23-01-2012 17:26:06;23-01-2012 17:26:10;4
1536;Maquina trabalhando;23-01-2012 17:26:10;23-01-2012 17:26:53;43
1536;Retirada do Produto;23-01-2012 17:26:53;23-01-2012 17:26:53;0
1536;Alimentacao de Maquina;23-01-2012 17:26:53;23-01-2012 17:27:03;10
1536;Parada de curta duracao;23-01-2012 17:27:03;23-01-2012 17:27:07;4
1537;Maquina trabalhando;23-01-2012 17:27:07;23-01-2012 17:27:51;44
1537;Retirada do Produto;23-01-2012 17:27:51;23-01-2012 17:27:51;0
1537;Alimentacao de Maquina;23-01-2012 17:27:51;23-01-2012 17:28:01;10
1537;Parada de curta duracao;23-01-2012 17:28:01;23-01-2012 17:28:20;19
1538;Maquina trabalhando;23-01-2012 17:28:21;23-01-2012 17:29:04;43
1538;Retirada do Produto;23-01-2012 17:29:04;23-01-2012 17:29:04;0
1538;Reajustes;23-01-2012 17:29:04;23-01-2012 17:30:59;115
1539;Maquina trabalhando;23-01-2012 17:31:01;23-01-2012 17:31:44;43
1539;Retirada do Produto;23-01-2012 17:31:44;23-01-2012 17:31:44;0
1539;Alimentacao de Maquina;23-01-2012 17:31:44;23-01-2012 17:31:54;10
1539;Parada de curta duracao;23-01-2012 17:31:54;23-01-2012 17:31:57;3
1540;Maquina trabalhando;23-01-2012 17:31:57;23-01-2012 17:32:41;44
1540;Retirada do Produto;23-01-2012 17:32:41;23-01-2012 17:32:41;0
1540;Alimentacao de Maquina;23-01-2012 17:32:41;23-01-2012 17:32:51;10
1540;Parada de curta duracao;23-01-2012 17:32:51;23-01-2012 17:33:05;14
1541;Maquina trabalhando;23-01-2012 17:33:05;23-01-2012 17:33:49;44
1541;Retirada do Produto;23-01-2012 17:33:49;23-01-2012 17:33:49;0
1541;Alimentacao de Maquina;23-01-2012 17:33:49;23-01-2012 17:33:59;10
1541;Parada de curta duracao;23-01-2012 17:33:59;23-01-2012 17:35:03;64
1542;Maquina trabalhando;23-01-2012 17:35:03;23-01-2012 17:35:46;43
1542;Retirada do Produto;23-01-2012 17:35:46;23-01-2012 17:35:46;0
1542;Alimentacao de Maquina;23-01-2012 17:35:46;23-01-2012 17:35:56;10
1542;Parada de curta duracao;23-01-2012 17:35:56;23-01-2012 17:36:00;4
1543;Maquina trabalhando;23-01-2012 17:36:00;23-01-2012 17:36:44;44
1543;Retirada do Produto;23-01-2012 17:36:44;23-01-2012 17:36:44;0
1543;Alimentacao de Maquina;23-01-2012 17:36:44;23-01-2012 17:36:54;10
1543;Parada de curta duracao;23-01-2012 17:36:54;23-01-2012 17:36:59;5
1544;Maquina trabalhando;23-01-2012 17:36:59;23-01-2012 17:37:43;44
1544;Retirada do Produto;23-01-2012 17:37:43;23-01-2012 17:37:43;0
1544;Alimentacao de Maquina;23-01-2012 17:37:43;23-01-2012 17:37:53;10
1544;Parada de curta duracao;23-01-2012 17:37:53;23-01-2012 17:38:12;19
1545;Maquina trabalhando;23-01-2012 17:38:12;23-01-2012 17:38:56;44
1545;Retirada do Produto;23-01-2012 17:38:56;23-01-2012 17:38:56;0
1545;Alimentacao de Maquina;23-01-2012 17:38:56;23-01-2012 17:39:06;10
1545;Parada de curta duracao;23-01-2012 17:39:06;23-01-2012 17:39:18;12
1546;Maquina trabalhando;23-01-2012 17:39:19;23-01-2012 17:40:02;43
1546;Retirada do Produto;23-01-2012 17:40:02;23-01-2012 17:40:02;0
1546;Alimentacao de Maquina;23-01-2012 17:40:02;23-01-2012 17:40:12;10
1546;Parada de curta duracao;23-01-2012 17:40:12;23-01-2012 17:40:23;11
1547;Maquina trabalhando;23-01-2012 17:40:23;23-01-2012 17:41:07;44
1547;Retirada do Produto;23-01-2012 17:41:07;23-01-2012 17:41:07;0
1547;Alimentacao de Maquina;23-01-2012 17:41:07;23-01-2012 17:41:17;10
1547;Parada de curta duracao;23-01-2012 17:41:17;23-01-2012 17:41:31;14
1548;Maquina trabalhando;23-01-2012 17:41:31;23-01-2012 17:42:15;44
1548;Retirada do Produto;23-01-2012 17:42:15;23-01-2012 17:42:15;0
1548;Alimentacao de Maquina;23-01-2012 17:42:15;23-01-2012 17:42:25;10
1548;Parada de curta duracao;23-01-2012 17:42:25;23-01-2012 17:42:29;4
1549;Maquina trabalhando;23-01-2012 17:42:29;23-01-2012 17:43:13;44
1549;Alimentacao de Maquina;23-01-2012 17:43:12;23-01-2012 17:43:22;10
1549;Retirada do Produto;23-01-2012 17:43:13;23-01-2012 17:43:13;0
1549;Parada de curta duracao;23-01-2012 17:43:22;23-01-2012 17:43:42;20
1550;Maquina trabalhando;23-01-2012 17:43:42;23-01-2012 17:44:26;44
1550;Retirada do Produto;23-01-2012 17:44:26;23-01-2012 17:44:26;0
1550;Alimentacao de Maquina;23-01-2012 17:44:26;23-01-2012 17:44:36;10
1550;Parada de curta duracao;23-01-2012 17:44:36;23-01-2012 17:44:38;2
1551;Maquina trabalhando;23-01-2012 17:44:38;23-01-2012 17:45:22;44
1551;Retirada do Produto;23-01-2012 17:45:22;23-01-2012 17:45:22;0
1551;Alimentacao de Maquina;23-01-2012 17:45:22;23-01-2012 17:45:32;10
1551;Parada de curta duracao;23-01-2012 17:45:32;23-01-2012 17:45:56;24
1552;Maquina trabalhando;23-01-2012 17:45:56;23-01-2012 17:46:39;43
1552;Retirada do Produto;23-01-2012 17:46:39;23-01-2012 17:46:39;0
1552;Alimentacao de Maquina;23-01-2012 17:46:39;23-01-2012 17:46:49;10
1552;Parada de curta duracao;23-01-2012 17:46:49;23-01-2012 17:46:54;5
1553;Maquina trabalhando;23-01-2012 17:46:54;23-01-2012 17:47:38;44
1553;Retirada do Produto;23-01-2012 17:47:38;23-01-2012 17:47:38;0
1553;Alimentacao de Maquina;23-01-2012 17:47:38;23-01-2012 17:47:48;10
1553;Parada de curta duracao;23-01-2012 17:47:48;23-01-2012 17:47:54;6
1554;Maquina trabalhando;23-01-2012 17:47:55;23-01-2012 17:48:38;43
1554;Retirada do Produto;23-01-2012 17:48:38;23-01-2012 17:48:38;0
1554;Alimentacao de Maquina;23-01-2012 17:48:38;23-01-2012 17:48:48;10
1554;Parada de curta duracao;23-01-2012 17:48:48;23-01-2012 17:49:09;21
1555;Maquina trabalhando;23-01-2012 17:49:09;23-01-2012 17:49:53;44
1555;Retirada do Produto;23-01-2012 17:49:53;23-01-2012 17:49:53;0
1555;Alimentacao de Maquina;23-01-2012 17:49:53;23-01-2012 17:50:03;10
1555;Parada de curta duracao;23-01-2012 17:50:03;23-01-2012 17:50:05;2
1556;Maquina trabalhando;23-01-2012 17:50:05;23-01-2012 17:50:48;43
1556;Alimentacao de Maquina;23-01-2012 17:50:48;23-01-2012 17:50:58;10
1556;Retirada do Produto;23-01-2012 17:50:49;23-01-2012 17:50:49;0
1556;Parada de curta duracao;23-01-2012 17:50:58;23-01-2012 17:51:50;52
1557;Maquina trabalhando;23-01-2012 17:51:50;23-01-2012 17:52:33;43
1557;Retirada do Produto;23-01-2012 17:52:33;23-01-2012 17:52:33;0
1557;Alimentacao de Maquina;23-01-2012 17:52:33;23-01-2012 17:52:43;10
1557;Parada de curta duracao;23-01-2012 17:52:43;23-01-2012 17:52:49;6
1558;Maquina trabalhando;23-01-2012 17:52:49;23-01-2012 17:53:32;43
1558;Retirada do Produto;23-01-2012 17:53:32;23-01-2012 17:53:32;0
1558;Alimentacao de Maquina;23-01-2012 17:53:32;23-01-2012 17:53:42;10
1558;Parada de curta duracao;23-01-2012 17:53:42;23-01-2012 17:53:55;13
1559;Maquina trabalhando;23-01-2012 17:53:55;23-01-2012 17:54:38;43
1559;Alimentacao de Maquina;23-01-2012 17:54:38;23-01-2012 17:54:48;10
1559;Retirada do Produto;23-01-2012 17:54:39;23-01-2012 17:54:39;0
1559;Parada de curta duracao;23-01-2012 17:54:48;23-01-2012 17:55:18;30
1560;Maquina trabalhando;23-01-2012 17:55:18;23-01-2012 17:56:01;43
1560;Alimentacao de Maquina;23-01-2012 17:56:01;23-01-2012 17:56:11;10
1560;Retirada do Produto;23-01-2012 17:56:02;23-01-2012 17:56:02;0
1560;Parada de curta duracao;23-01-2012 17:56:11;23-01-2012 17:57:30;79
1561;Maquina trabalhando;23-01-2012 17:57:31;23-01-2012 17:58:14;43
1561;Retirada do Produto;23-01-2012 17:58:14;23-01-2012 17:58:14;0
1561;Alimentacao de Maquina;23-01-2012 17:58:14;23-01-2012 17:58:24;10
1561;Parada de curta duracao;23-01-2012 17:58:24;23-01-2012 17:58:27;3
1562;Maquina trabalhando;23-01-2012 17:58:28;23-01-2012 17:59:11;43
1562;Retirada do Produto;23-01-2012 17:59:11;23-01-2012 17:59:11;0
1562;Alimentacao de Maquina;23-01-2012 17:59:11;23-01-2012 17:59:21;10
1562;Parada de curta duracao;23-01-2012 17:59:21;23-01-2012 17:59:28;7
1563;Maquina trabalhando;23-01-2012 17:59:28;23-01-2012 18:00:12;44
1563;Alimentacao de Maquina;23-01-2012 18:00:11;23-01-2012 18:00:21;10
1563;Retirada do Produto;23-01-2012 18:00:12;23-01-2012 18:00:12;0
1563;Parada de curta duracao;23-01-2012 18:00:21;23-01-2012 18:00:24;3
1564;Maquina trabalhando;23-01-2012 18:00:24;23-01-2012 18:01:08;44
1564;Retirada do Produto;23-01-2012 18:01:08;23-01-2012 18:01:08;0
1564;Alimentacao de Maquina;23-01-2012 18:01:08;23-01-2012 18:01:18;10
1564;Parada de curta duracao;23-01-2012 18:01:18;23-01-2012 18:01:21;3
1565;Maquina trabalhando;23-01-2012 18:01:21;23-01-2012 18:02:04;43
1565;Alimentacao de Maquina;23-01-2012 18:02:04;23-01-2012 18:02:14;10
1565;Retirada do Produto;23-01-2012 18:02:05;23-01-2012 18:02:05;0
1565;Parada de curta duracao;23-01-2012 18:02:14;23-01-2012 18:02:21;7
1566;Maquina trabalhando;23-01-2012 18:02:21;23-01-2012 18:03:05;44
1566;Retirada do Produto;23-01-2012 18:03:05;23-01-2012 18:03:05;0
1566;Alimentacao de Maquina;23-01-2012 18:03:05;23-01-2012 18:03:15;10
1566;Parada de curta duracao;23-01-2012 18:03:15;23-01-2012 18:03:19;4
1567;Maquina trabalhando;23-01-2012 18:03:19;23-01-2012 18:04:02;43
1567;Alimentacao de Maquina;23-01-2012 18:04:02;23-01-2012 18:04:12;10
1567;Retirada do Produto;23-01-2012 18:04:03;23-01-2012 18:04:03;0
1567;Parada de curta duracao;23-01-2012 18:04:12;23-01-2012 18:04:21;9
1568;Maquina trabalhando;23-01-2012 18:04:21;23-01-2012 18:05:05;44
1568;Alimentacao de Maquina;23-01-2012 18:05:04;23-01-2012 18:05:14;10
1568;Retirada do Produto;23-01-2012 18:05:05;23-01-2012 18:05:05;0
1568;Parada de curta duracao;23-01-2012 18:05:14;23-01-2012 18:05:25;11
1569;Maquina trabalhando;23-01-2012 18:05:25;23-01-2012 18:06:09;44
1569;Retirada do Produto;23-01-2012 18:06:09;23-01-2012 18:06:09;0
1569;Alimentacao de Maquina;23-01-2012 18:06:09;23-01-2012 18:06:19;10
1569;Parada de curta duracao;23-01-2012 18:06:19;23-01-2012 18:06:24;5
1570;Maquina trabalhando;23-01-2012 18:06:24;23-01-2012 18:07:07;43
1570;Retirada do Produto;23-01-2012 18:07:07;23-01-2012 18:07:07;0
1570;Alimentacao de Maquina;23-01-2012 18:07:07;23-01-2012 18:07:17;10
1570;Parada de curta duracao;23-01-2012 18:07:17;23-01-2012 18:07:24;7
1571;Maquina trabalhando;23-01-2012 18:07:24;23-01-2012 18:08:07;43
1571;Retirada do Produto;23-01-2012 18:08:07;23-01-2012 18:08:07;0
1571;Alimentacao de Maquina;23-01-2012 18:08:07;23-01-2012 18:08:17;10
1571;Parada de curta duracao;23-01-2012 18:08:17;23-01-2012 18:08:43;26
1572;Maquina trabalhando;23-01-2012 18:08:43;23-01-2012 18:09:26;43
1572;Alimentacao de Maquina;23-01-2012 18:09:26;23-01-2012 18:09:36;10
1572;Retirada do Produto;23-01-2012 18:09:27;23-01-2012 18:09:27;0
1572;Parada de curta duracao;23-01-2012 18:09:36;23-01-2012 18:09:41;5
1573;Maquina trabalhando;23-01-2012 18:09:41;23-01-2012 18:10:25;44
1573;Retirada do Produto;23-01-2012 18:10:25;23-01-2012 18:10:25;0
1573;Alimentacao de Maquina;23-01-2012 18:10:25;23-01-2012 18:10:35;10
1573;Parada de curta duracao;23-01-2012 18:10:35;23-01-2012 18:10:53;18
1574;Maquina trabalhando;23-01-2012 18:10:53;23-01-2012 18:11:37;44
1574;Retirada do Produto;23-01-2012 18:11:37;23-01-2012 18:11:37;0
1574;Alimentacao de Maquina;23-01-2012 18:11:37;23-01-2012 18:11:47;10
1574;Parada de curta duracao;23-01-2012 18:11:47;23-01-2012 18:11:51;4
1575;Maquina trabalhando;23-01-2012 18:11:51;23-01-2012 18:12:34;43
1575;Retirada do Produto;23-01-2012 18:12:34;23-01-2012 18:12:34;0
1575;Alimentacao de Maquina;23-01-2012 18:12:34;23-01-2012 18:12:44;10
1575;Parada de curta duracao;23-01-2012 18:12:44;23-01-2012 18:14:13;89
1576;Maquina trabalhando;23-01-2012 18:14:13;23-01-2012 18:14:56;43
1576;Retirada do Produto;23-01-2012 18:14:56;23-01-2012 18:14:56;0
1576;Alimentacao de Maquina;23-01-2012 18:14:56;23-01-2012 18:15:06;10
1576;Parada de curta duracao;23-01-2012 18:15:06;23-01-2012 18:15:09;3
1577;Maquina trabalhando;23-01-2012 18:15:09;23-01-2012 18:15:52;43
1577;Alimentacao de Maquina;23-01-2012 18:15:52;23-01-2012 18:16:02;10
1577;Retirada do Produto;23-01-2012 18:15:53;23-01-2012 18:15:53;0
1577;Parada de curta duracao;23-01-2012 18:16:02;23-01-2012 18:16:07;5
1578;Maquina trabalhando;23-01-2012 18:16:07;23-01-2012 18:16:51;44
1578;Retirada do Produto;23-01-2012 18:16:51;23-01-2012 18:16:51;0
1578;Alimentacao de Maquina;23-01-2012 18:16:51;23-01-2012 18:17:01;10
1578;Parada de curta duracao;23-01-2012 18:17:01;23-01-2012 18:17:45;44
1579;Maquina trabalhando;23-01-2012 18:17:45;23-01-2012 18:18:29;44
1579;Retirada do Produto;23-01-2012 18:18:29;23-01-2012 18:18:29;0
1579;Alimentacao de Maquina;23-01-2012 18:18:29;23-01-2012 18:18:39;10
1579;Parada de curta duracao;23-01-2012 18:18:39;23-01-2012 18:18:58;19
1580;Maquina trabalhando;23-01-2012 18:18:58;23-01-2012 18:19:42;44
1580;Retirada do Produto;23-01-2012 18:19:42;23-01-2012 18:19:42;0
1580;Alimentacao de Maquina;23-01-2012 18:19:42;23-01-2012 18:19:52;10
1580;Parada de curta duracao;23-01-2012 18:19:52;23-01-2012 18:19:58;6
1581;Maquina trabalhando;23-01-2012 18:19:58;23-01-2012 18:20:42;44
1581;Retirada do Produto;23-01-2012 18:20:42;23-01-2012 18:20:42;0
1581;Alimentacao de Maquina;23-01-2012 18:20:42;23-01-2012 18:20:52;10
1581;Parada de curta duracao;23-01-2012 18:20:52;23-01-2012 18:21:15;23
1582;Maquina trabalhando;23-01-2012 18:21:16;23-01-2012 18:21:59;43
1582;Retirada do Produto;23-01-2012 18:21:59;23-01-2012 18:21:59;0
1582;Alimentacao de Maquina;23-01-2012 18:21:59;23-01-2012 18:22:09;10
1582;Parada de curta duracao;23-01-2012 18:22:09;23-01-2012 18:22:12;3
1583;Maquina trabalhando;23-01-2012 18:22:12;23-01-2012 18:22:56;44
1583;Alimentacao de Maquina;23-01-2012 18:22:55;23-01-2012 18:23:05;10
1583;Retirada do Produto;23-01-2012 18:22:56;23-01-2012 18:22:56;0
1583;Parada de curta duracao;23-01-2012 18:23:05;23-01-2012 18:23:11;6
1584;Maquina trabalhando;23-01-2012 18:23:11;23-01-2012 18:23:55;44
1584;Retirada do Produto;23-01-2012 18:23:55;23-01-2012 18:23:55;0
1584;Alimentacao de Maquina;23-01-2012 18:23:55;23-01-2012 18:24:05;10
1584;Parada de curta duracao;23-01-2012 18:24:05;23-01-2012 18:24:09;4
1585;Maquina trabalhando;23-01-2012 18:24:09;23-01-2012 18:24:52;43
1585;Apontamento de Kanban;23-01-2012 18:24:52;23-01-2012 18:27:51;179
1585;Retirada do Produto;23-01-2012 18:24:53;23-01-2012 18:24:53;0
1586;Maquina trabalhando;23-01-2012 18:27:55;23-01-2012 18:28:40;45
1586;Retirada do Produto;23-01-2012 18:28:40;23-01-2012 18:28:40;0
1586;Intervalo;23-01-2012 18:28:40;23-01-2012 19:03:36;2096
1586;Alimentacao de Maquina;21-02-2012 10:26:08;21-02-2012 10:26:18;10
1586;Parada de curta duracao;21-02-2012 10:26:18;21-02-2012 10:26:23;5
1587;Maquina trabalhando;21-02-2012 10:26:23;21-02-2012 10:27:07;44
1587;Retirada do Produto;21-02-2012 10:27:07;21-02-2012 10:27:07;0
1587;Alimentacao de Maquina;21-02-2012 10:27:07;21-02-2012 10:27:17;10
1587;Parada de curta duracao;21-02-2012 10:27:17;21-02-2012 10:27:19;2
1588;Maquina trabalhando;21-02-2012 10:27:19;21-02-2012 10:28:02;43
1588;Alimentacao de Maquina;21-02-2012 10:28:02;21-02-2012 10:28:12;10
1588;Retirada do Produto;21-02-2012 10:28:03;21-02-2012 10:28:03;0
1588;Parada de curta duracao;21-02-2012 10:28:12;21-02-2012 10:28:19;7
1589;Maquina trabalhando;21-02-2012 10:28:20;21-02-2012 10:29:04;44
1589;Retirada do Produto;21-02-2012 10:29:04;21-02-2012 10:29:04;0
1589;Alimentacao de Maquina;21-02-2012 10:29:04;21-02-2012 10:29:14;10
1589;Parada de curta duracao;21-02-2012 10:29:14;21-02-2012 10:29:18;4
1590;Maquina trabalhando;21-02-2012 10:29:18;21-02-2012 10:30:02;44
1590;Retirada do Produto;21-02-2012 10:30:02;21-02-2012 10:30:02;0
1590;Alimentacao de Maquina;21-02-2012 10:30:02;21-02-2012 10:30:12;10
1590;Parada de curta duracao;21-02-2012 10:30:12;21-02-2012 10:30:15;3
1591;Maquina trabalhando;21-02-2012 10:30:15;21-02-2012 10:30:59;44
1591;Alimentacao de Maquina;21-02-2012 10:30:58;21-02-2012 10:31:08;10
1591;Retirada do Produto;21-02-2012 10:30:59;21-02-2012 10:30:59;0
1591;Parada de curta duracao;21-02-2012 10:31:08;21-02-2012 10:31:11;3
1592;Maquina trabalhando;21-02-2012 10:31:11;21-02-2012 10:31:56;45
1592;Alimentacao de Maquina;21-02-2012 10:31:55;21-02-2012 10:32:05;10
1592;Retirada do Produto;21-02-2012 10:31:56;21-02-2012 10:31:56;0
1592;Parada de curta duracao;21-02-2012 10:32:05;21-02-2012 10:32:10;5
1593;Maquina trabalhando;21-02-2012 10:32:11;21-02-2012 10:32:54;43
1593;Alimentacao de Maquina;21-02-2012 10:32:53;21-02-2012 10:33:03;10
1593;Retirada do Produto;21-02-2012 10:32:54;21-02-2012 10:32:54;0
1593;Parada de curta duracao;21-02-2012 10:33:03;21-02-2012 10:33:05;2
1594;Maquina trabalhando;21-02-2012 10:33:05;21-02-2012 10:33:49;44
1594;Retirada do Produto;21-02-2012 10:33:49;21-02-2012 10:33:49;0
1594;Alimentacao de Maquina;21-02-2012 10:33:49;21-02-2012 10:33:59;10
1594;Parada de curta duracao;21-02-2012 10:33:59;21-02-2012 10:34:04;5
1595;Maquina trabalhando;21-02-2012 10:34:04;21-02-2012 10:34:48;44
1595;Retirada do Produto;21-02-2012 10:34:48;21-02-2012 10:34:48;0
1595;Alimentacao de Maquina;21-02-2012 10:34:48;21-02-2012 10:34:58;10
1595;Parada de curta duracao;21-02-2012 10:34:58;21-02-2012 10:34:59;1
1596;Maquina trabalhando;21-02-2012 10:34:59;21-02-2012 10:35:43;44
1596;Retirada do Produto;21-02-2012 10:35:43;21-02-2012 10:35:43;0
1596;Alimentacao de Maquina;21-02-2012 10:35:43;21-02-2012 10:35:53;10
1596;Parada de curta duracao;21-02-2012 10:35:53;21-02-2012 10:35:57;4
1597;Maquina trabalhando;21-02-2012 10:35:57;21-02-2012 10:36:41;44
1597;Retirada do Produto;21-02-2012 10:36:41;21-02-2012 10:36:41;0
1597;Alimentacao de Maquina;21-02-2012 10:36:41;21-02-2012 10:36:51;10
1597;Parada de curta duracao;21-02-2012 10:36:51;21-02-2012 10:36:56;5
1598;Maquina trabalhando;21-02-2012 10:36:56;21-02-2012 10:37:40;44
1598;Retirada do Produto;21-02-2012 10:37:40;21-02-2012 10:37:40;0
1598;Alimentacao de Maquina;21-02-2012 10:37:40;21-02-2012 10:37:50;10
1598;Parada de curta duracao;21-02-2012 10:37:50;21-02-2012 10:38:04;14
1599;Maquina trabalhando;21-02-2012 10:38:04;21-02-2012 10:38:48;44
1599;Alimentacao de Maquina;21-02-2012 10:38:48;21-02-2012 10:38:58;10
1599;Retirada do Produto;21-02-2012 10:38:49;21-02-2012 10:38:49;0
1599;Parada de curta duracao;21-02-2012 10:38:58;21-02-2012 10:39:03;5
1600;Maquina trabalhando;21-02-2012 10:39:04;21-02-2012 10:39:47;43
1600;Retirada do Produto;21-02-2012 10:39:47;21-02-2012 10:39:47;0
1600;Alimentacao de Maquina;21-02-2012 10:39:47;21-02-2012 10:39:57;10
1600;Parada de curta duracao;21-02-2012 10:39:57;21-02-2012 10:40:00;3
1601;Maquina trabalhando;21-02-2012 10:40:01;21-02-2012 10:40:45;44
1601;Retirada do Produto;21-02-2012 10:40:45;21-02-2012 10:40:45;0
1601;Alimentacao de Maquina;21-02-2012 10:40:45;21-02-2012 10:40:55;10
1601;Parada de curta duracao;21-02-2012 10:40:55;21-02-2012 10:41:15;20
1602;Maquina trabalhando;21-02-2012 10:41:15;21-02-2012 10:41:58;43
